time,velocity,velocity_ref,altitude,altitude_ref,gamma,alpha,theta,pitch_rate,elevator,elevator_rate,delta_cmd,throttle_cmd,throttle_unsat,speed_error,speed_integral,saturation_active,qbar
2.48,1770.0075557420441,2250.0,29942.69087826219,30000.0,-0.01760462143098645,0.03199382820911502,0.014389206778128577,-0.00021888387239614833,-0.02583206932681092,-0.0006055165743881709,-0.025866144741242287,0.62,1.0439901775353426,479.99244425795587,0.0,1.0,29988.36600780218
2.52,1770.3312560439658,2250.0,29941.43930703997,30000.0,-0.017748900679867986,0.03213537185746846,0.014386471177600477,8.1734646886346e-05,-0.02585240700719634,-0.00038681765016006784,-0.025866718264875674,0.62,1.0435693671428443,479.6687439560342,0.0,1.0,30004.550818123862
2.56,1770.6549716983254,2250.0,29940.177301700158,30000.0,-0.01789286673527137,0.03228857994737227,0.014395713212100904,0.000379907205451886,-0.02586354937545631,-0.0001762699019165814,-0.02585890403257049,0.62,1.043148536792177,479.3450283016746,0.0,1.0,30020.78638223103
2.6,1770.9787015155957,2250.0,29938.90488147097,30000.0,-0.018036498075785355,0.03245332119939196,0.014416823123606613,0.0006750400412617802,-0.02586585674543176,2.5756739847840993e-05,-0.025843094558623284,0.62,1.0427276880297256,479.02129848440427,0.0,1.0,30037.072652929128
2.64,1771.302444294456,2250.0,29937.62206710844,30000.0,-0.018179773466116895,0.032629441191284726,0.014449667725167837,0.0009665556380945692,-0.025859704679584858,0.00021891782392428796,-0.02581969516007764,0.62,1.042306822417207,478.6975557055439,0.0,1.0,30053.409576267102
2.68,1771.6261988229915,2250.0,29936.32888087577,30000.0,-0.018322671998626867,0.032816763071068525,0.014494091072441663,0.00125389380267319,-0.02584548288216798,0.0004028947897831255,-0.025789122817989556,0.62,1.0418859415301112,478.37380117700854,0.0,1.0,30069.79709164492
2.72,1771.9499638799425,2250.0,29935.02534651981,30000.0,-0.018465173133492815,0.03301508831070106,0.01454991517720825,0.001536512686424207,-0.0258235940764039,0.0005773953135267299,-0.025751805028859,0.62,1.0414650469560747,478.0500361200575,0.0,1.0,30086.235131934747
2.7600000000000002,1772.2737382360128,2250.0,29933.711489244688,30000.0,-0.018607256737427125,0.03322419749805069,0.014616940760623564,0.0018138897503129497,-0.025794452868488433,0.0007421535885513445,-0.02570817864901686,0.62,1.0410441402931834,477.72626176398717,0.0,1.0,30102.72362361647
2.8000000000000003,1772.5975206552316,2250.0,29932.38733568274,30000.0,-0.018748903120883415,0.03344385116478655,0.014694948043903134,0.00208552267134868,-0.025758484601218455,0.00089693054114297,-0.02565868873472793,0.62,1.0406232231481989,477.4024793447684,0.0,1.0,30119.262486926596
2.84,1772.9213098963758,2250.0,29931.052913862823,30000.0,-0.018890093073688233,0.03367379064776631,0.014783697574078077,0.002350930189505465,-0.0257161242000332,0.0010415139814318056,-0.025603787380746822,0.62,1.0402022971347116,477.07869010362424,0.0,1.0,30135.85163602055
2.88,1773.2451047144507,2250.0,29929.70825317613,30000.0,-0.019030807899039662,0.03391373898145721,0.01488293108241755,0.002609652893956862,-0.025667815014235852,0.0011757186902350302,-0.025543932560027377,0.62,1.0397813638712141,476.7548952855493,0.0,1.0,30152.490979147697
2.92,1773.5689038622295,2250.0,29928.35338433962,30000.0,-0.019171029445818954,0.034163401818889695,0.01499237237307074,0.0028612539476755364,-0.025614007656135543,0.0012993864424735164,-0.025479586967245248,0.62,1.0393604249791015,476.4310961377705,0.0,1.0,30169.180418838856
2.96,1773.8927060918509,2250.0,29926.98833935719,30000.0,-0.01931074013916589,0.0344224683786125,0.015111728239446613,0.003105319749602115,-0.025555158840816366,0.0014123859679983617,-0.02541121686875194,0.62,1.0389394820805937,476.10729390814913,0.0,1.0,30185.919852105795
3.0,1774.2165101564713,2250.0,29925.613151478672,30000.0,-0.019449923009273236,0.03469061241509415,0.015240689405820917,0.0033414605337406212,-0.025491730229201866,0.0015146128507535564,-0.025339290961524683,0.62,1.0385185367965872,475.78348984352874,0.0,1.0,30202.709170652302
3.04,1774.5403148119703,2250.0,29924.227855156856,30000.0,-0.019588561718360344,0.034967493209997556,0.015378931491637212,0.003569310904690415,-0.025424187277039306,0.0016059893673599098,-0.025264279243617963,0.62,1.0380975907444385,475.45968518802965,0.0,1.0,30219.548261095508
3.08,1774.8641188187064,2250.0,29922.832486002597,30000.0,-0.01972664058579064,0.03525275658174284,0.015526115995952198,0.0037885303092762847,-0.025352998092377423,0.0016864642663589001,-0.02518665189856891,0.62,1.0376766455356816,475.1358811812936,0.0,1.0,30236.43700519824
3.12,1775.1879209433164,2250.0,29921.42708073816,30000.0,-0.019864144611302485,0.035546035910767534,0.01568189129946505,0.0039988034440889145,-0.025278632304056907,0.0017560124893998726,-0.025106878196136,0.62,1.0372557027736886,474.8120790566836,0.0,1.0,30253.37528011038
3.16,1775.511719960556,2250.0,29920.011677148967,30000.0,-0.02000105949632767,0.035846953177893645,0.015845893681565974,0.004199840598897042,-0.025201559943672906,0.0018146348358321638,-0.02502542541168197,0.62,1.036834764051277,474.4882800394439,0.0,1.0,30270.36295861926
3.2,1775.8355146551748,2250.0,29918.586314033797,30000.0,-0.02013737166337646,0.03615512001321703,0.01601774834984057,0.004391377936039923,-0.025122250343403495,0.0018623575722642835,-0.024942757766440823,0.62,1.0364138309482727,474.16448534482515,0.0,1.0,30287.39990940841
3.24,1776.1593038238188,2250.0,29917.1510311537,30000.0,-0.020273068273472857,0.03647013875294674,0.016197070479473885,0.00457317770605389,-0.025041171052029035,0.0018992319887166848,-0.02485933539082135,0.62,1.0359929050290355,473.84069617618115,0.0,1.0,30304.485997323565
3.2800000000000002,1776.4830862769545,2250.0,29915.705869179634,30000.0,-0.020408137241628536,0.03679160350163953,0.016383466260010995,0.004745028399929591,-0.024958786771392703,0.0019253339031759197,-0.02477561331282606,0.62,1.0355719878399592,473.5169137230455,0.0,1.0,30321.621083645252
3.3200000000000003,1776.8068608408066,2250.0,29914.25086963907,30000.0,-0.020542567250348365,0.03711910119729805,0.01657653394694969,0.004906744838536503,-0.02487555831547447,0.0019407631163672685,-0.024692040473570244,0.62,1.0351510809069513,473.1931391591934,0.0,1.0,30338.80502636738
3.36,1777.1306263593024,2250.0,29912.786074861615,30000.0,-0.020676347761165222,0.03745221267683023,0.01677586491566501,0.005058168199888426,-0.02479194159416858,0.0019456428187163948,-0.02460905877180051,0.62,1.034730185732907,472.86937364069763,0.0,1.0,30356.037680480673
3.4,1777.4543816960122,2250.0,29911.311527923863,30000.0,-0.020809469024206297,0.037790513739401316,0.016981044715195022,0.00519916598505744,-0.024708386623768668,0.0019401189515177773,-0.02452710213921694,0.62,1.034309303795184,472.5456183039878,0.0,1.0,30373.31889826048
3.44,1777.7781257360803,2250.0,29909.827272593568,30000.0,-0.02094192208579753,0.03813357620524966,0.017191654119452133,0.005329631923674057,-0.02462533656607532,0.0019243595244191002,-0.02444659564830431,0.62,1.0338884365430956,472.22187426391974,0.0,1.0,30390.648529557748
3.48,1778.101857388134,2250.0,29908.333353273298,30000.0,-0.02107369879411732,0.03848096896758165,0.017407270173464332,0.005449485820077834,-0.024543226797947702,0.0018985538914315684,-0.024367954654284447,0.62,1.0334675853954258,471.898142611866,0.0,1.0,30408.02642209238
3.52,1778.4255755861661,2250.0,29906.829814943707,30000.0,-0.02120479180291491,0.03883225903521062,0.01762746723229571,0.005558673341305078,-0.02446248401302538,0.0018629119876859802,-0.024291583972694063,0.62,1.033046751737984,471.57442441383387,0.0,1.0,30425.452421748254
3.56,1778.7492792913765,2250.0,29905.31670310655,30000.0,-0.021335194573313145,0.03918701256365866,0.017851817990345516,0.005657165748218525,-0.024383525357247943,0.0018176635292733558,-0.02421787709399407,0.62,1.0326259369212105,471.2507207086235,0.0,1.0,30442.926372868995
