time,mach,altitude,velocity,qbar,alpha_rad,beta_rad,left_elevon,right_elevon,rudder,body_flap,clift,cdrag,cy,cl_roll,cm_pitch,cn_yaw,lift,drag,side_force,mx,my,mz,lift_to_drag
1.0,7.7867727719056425,29558.053059178194,2297.0979677121645,53279.78236497198,0.09470533091052268,0.03332900892342136,0.015972832852747358,-0.021300750728569903,-0.0045250852234271655,0.034448599285994676,0.25953363904089854,0.07112284062514496,-0.0064064792763242895,0.010006697703774159,-0.02492821326577075,0.0028229589127195002,16593.47496538592,4547.2913636235735,-409.6029858819136,2943.013810687319,-7331.497172064259,830.24463345214,3.649089895168533
1.05,7.800979516468868,29565.106413379297,2301.288957358316,53422.01501410259,0.09592412870017653,0.03371113148844238,0.016743776278347992,-0.021888418668796407,-0.004057424540137729,0.03472788211521486,0.2615113983887442,0.07132009565708451,-0.006433171876532024,0.010438055762953705,-0.025742814037657852,0.0029904053981772765,16764.55902129895,4572.075865200002,-412.40760549167555,3078.0732837097717,-7591.286149098047,881.8392210798329,3.6667280936655224
1.1,7.815166998445773,29572.14267315449,2305.474264541503,53564.13518387109,0.09713916655690855,0.034090211646728104,0.01751069709223476,-0.022470828021720294,-0.003589024402456419,0.035003336230608334,0.2634826905839059,0.0715165940738314,-0.006459250292632136,0.010866501607006472,-0.026554132457584624,0.0031576790529687037,16935.866948455696,4596.869415432887,-415.18098703320794,3212.942281015028,-7851.36725637962,933.6436790859251,3.684217544139406
1.1500000000000001,7.829334309842355,29579.161625657445,2309.6536214034945,53706.13182378228,0.09835026951736696,0.03446621518655154,0.018273411045370985,-0.023047838866295897,-0.0031199701750118398,0.0352749312636379,0.2654472115796216,0.07171231436531088,-0.0064847160493303425,0.011291927755042619,-0.027362052896076024,0.003324753576883106,17107.371524820697,4621.669210430282,-417.9228179821584,3347.5805982743345,-8111.695309328912,985.64928942685,3.7015568933865746
1.2000000000000002,7.843480543955518,29586.16305856539,2313.826760466878,53847.99387729253,0.09955726318481824,0.03483910817384846,0.019031734899398058,-0.023619312578443213,-0.0026503473416386457,0.035542637271226266,0.2674046583443149,0.07190723511203283,-0.0065095707320402,0.011714227488558156,-0.028166460159814024,0.003491602672035767,17279.045286341003,4646.472427254934,-420.632789907244,3481.9478284476245,-8372.224705753295,1037.8472121675754,3.7187448234895055
1.25,7.857604795431111,29593.146760085514,2317.9934146521778,53989.71028284862,0.10075997375425991,0.03520885695527983,0.01978548647065756,-0.024185111864351665,-0.00218024148979835,0.03580642473905727,0.26935472890641576,0.07210133498769997,-0.006533815986032221,0.012133294877480752,-0.028967239508331216,0.003658200047286008,17450.86053236714,4671.276224391045,-423.3105985527894,3616.0033751677943,-8632.90943549276,1090.228487117404,3.7357800511234087
1.3,7.871706160321857,29600.112518961374,2322.1533172949476,54131.269974931485,0.10195822803744829,0.03557542816126911,0.020534484673960022,-0.024745100793464283,-0.0017097382949812384,0.03606626458482977,0.2712971223990246,0.07229459276180429,-0.00655745351557675,0.012549024806022735,-0.029764276670646662,0.0038245194226571707,17622.789331204356,4696.077742220346,-425.9559439196983,3749.706466327047,-8893.703090291658,1142.7840355250787,3.7526613268698035
1.35,7.8857837361452185,29607.060124479296,2326.3062021628393,54272.66188510397,0.10315185348783715,0.03593878870901377,0.02127854956608975,-0.025299144831134383,-0.001238923505092259,0.03632212816146396,0.27323153910441345,0.07248698730221192,-0.0065804850830807815,0.012961312998335103,-0.03055745786184111,0.003990534533757664,17794.80352579247,4720.874103507326,-428.5685303448162,3883.0161678599557,-9154.558873894159,1195.5046618328631,3.769387434537176
1.4000000000000001,7.899836621941147,29613.989366474743,2330.4518034726384,54413.87494306366,0.10434067822542424,0.036298905805471016,0.022017502389035336,-0.02584711087094686,-0.0007678829248236998,0.03657398726025969,0.27515768049835765,0.07267849757773569,-0.006602912508218916,0.013370056043956267,-0.031346669799569564,0.00415621913620236,17966.874739513318,4745.662413893598,-431.1480665786578,4015.8913977178895,-9415.429612361193,1248.3810554893237,3.7859571904888876
1.4500000000000002,7.913863918329748,29620.900035338676,2334.5898559072757,54554.89807769902,0.10552453106150159,0.036655746950317314,0.022751165612935415,-0.026388867266696318,-0.0002967024000175182,0.03682181411400644,0.27707524929429256,0.07286910266069539,-0.0066247376670586925,0.013775151423049406,-0.03213179972050845,0.004321547010033522,18138.97438212381,4770.439762401148,-433.69426586145664,4148.290940029106,-9676.267764605675,1301.4037928204077,3.802369442978515
1.5,7.927864727568842,29627.791922023887,2338.7200946328085,54695.72021814984,0.10670324152330651,0.03700927993888155,0.023479362978729327,-0.02692428386401453,0.00017453219797982047,0.0370655814000446,0.27898394948728705,0.07305878172946513,-0.006645962491180495,0.014176497531422388,-0.03291273539673509,0.004486491964140539,18311.073655813318,4795.203221944442,-436.2068459975117,4280.173459438878,-9937.02543314348,1354.5633389584784,3.8186230714927296
1.55,7.941838153611416,29634.66481805133,2342.8422553153678,54836.33029487136,0.1078766398785693,0.037359472865051466,0.024201919540502558,-0.027453232031639317,0.0006457349879671678,0.03730526224327781,0.28088348639782934,0.07324751407100763,-0.0066665889667922185,0.014573993705324122,-0.03368936515203697,0.00465102784067764,18483.14356138365,4819.949849851214,-438.6855294277959,4411.497515623723,-10197.654375056987,1407.8500498288681,3.834716986101879
1.6,7.955783302162972,29641.51851551642,2346.956074138077,54976.71724070153,0.10904455715995441,0.03770629412415317,0.02491866170751661,-0.02797558469231764,0.0011168200945402915,0.03754083021913587,0.2827735667154174,0.07343527908339495,-0.006686619133838944,0.01496754024601139,-0.03446157787814849,0.004815128519478856,18655.154904549785,4844.67668839177,-441.1300433007939,4542.221577973713,-10458.106013168124,1461.2541741935083,3.850650126818373
1.6500000000000001,7.969699280738764,29648.35280709534,2351.0612878179354,55116.86999193201,0.11020682518939151,0.03804971241580343,0.02562941728591337,-0.028491216353335267,0.001587701663742437,0.037772259356488064,0.28465389854194906,0.0736220562783156,-0.006706055085107798,0.015357038444080264,-0.035229263050912625,0.004978767922469445,18827.078302359852,4869.380765316747,-443.54011954154527,4672.304040436775,-10718.331447417762,1514.7658557511788,3.8664214629629967
1.7000000000000002,7.983585198720911,29655.167486051283,2355.157633622669,55256.77748938151,0.1113632766022927,0.038389696746734536,0.026334015520083822,-0.0290000031366658,0.002058293878710973,0.03799952414050641,0.2865241914349031,0.07380782528356733,-0.006724898965328229,0.015742390603556113,-0.03599231074636517,0.0051419200180729974,18998.884189732067,4894.059094403072,-445.9154949188566,4801.703236518599,-10978.281466447972,1568.3751352938457,3.8820299925392217
1.75,7.997440167415405,29661.962346240733,2359.2448493875445,55396.428679472694,0.11251374487165289,0.03872621643359137,0.027032287133691314,-0.029501822808731797,0.002528510975317274,0.03822259951547867,0.28838415645030824,0.07399256584553567,-0.006743152970267892,0.01612350006573655,-0.03675061165673935,0.005304558825613456,19170.542826107274,4918.708676008084,-448.25591111066365,4930.377454431865,-11237.906559383966,1622.071952918581,3.8974747416156523
1.8,8.011263300108975,29668.737182119683,2363.3226735321477,55535.8125153113,0.1136580643320293,0.03905924110570062,0.027724064370339346,-0.029996554809770787,0.0029982672577970036,0.038441460887570715,0.2902335061854914,0.0741762578316575,-0.006760819345824382,0.0165002712327814,-0.03750405710638803,0.005466658419711295,19342.024302214668,4943.326497631587,-450.56111476751096,5058.284952388137,-11497.156927811893,1675.846150294486,3.9127547637166367
1.85,8.025053712125851,29675.491788749874,2367.390845077126,55674.91795776744,0.114796070203397,0.03938874070781167,0.028409181033874218,-0.03048408028279916,0.003467477114367919,0.03865608412753797,0.29207195482159926,0.07435888123286975,-0.006777900387112987,0.016872609591044016,-0.038252539067621466,0.005628192934673059,19513.298546948754,4967.909534485675,-452.83085757412283,5185.383974025781,-11755.982497948973,1729.687472984017,3.9278691392211424
1.9000000000000001,8.038810520884368,29682.22596180496,2371.449103660889,55813.73397655995,0.11592759861487698,0.03971468550280906,0.029087472528312924,-0.030964282102166996,0.0039360550328323895,0.038866445573385595,0.2938992181658887,0.07454041616604255,-0.006794398437550715,0.01724042173413845,-0.03899595017645818,0.005789136568873508,19684.33533435584,4992.454750072281,-455.06489630905224,5311.632763967239,-12014.332933002366,1783.5855728181268,3.9428169747699466
