time,controller,downrange,altitude,velocity,gamma,gamma_rate_cmd,qbar,heat_rate,heat_load,load_factor,corridor_lower,corridor_upper,corridor_margin
37.0,1.0,116187.88251416615,42080.923241382145,3154.92243699913,-0.09840064284535142,0.00042039369579054576,17652.970916259503,190766.20748122197,4821434.142820305,1.1304084923035669,37394.235224247706,60953.695501570204,4686.688017134438
37.1,1.0,116501.84519370385,42049.93567511692,3154.8410841431905,-0.09835860347577237,0.0004180815304636977,17728.19569131563,191162.37332025773,4840550.380152331,1.1296653005638693,37392.62554475435,60953.64355612401,4657.310130362566
37.2,1.0,116815.80103642204,42018.962074006115,3154.758933464195,-0.098316795322726,0.0004157820820461473,17803.69746162892,191559.03039050644,4859706.283191381,1.1289261798838706,37391.00017055839,60953.59107170139,4627.961903447722
37.300000000000004,1.0,117129.74995503834,41988.00237287366,3154.6759824002825,-0.09827521711452138,0.00041349528059489313,17879.477168733138,191956.17872678666,4878901.90106406,1.1281911080510207,37389.35905365115,60953.53804579909,4598.643319222516
37.4,1.0,117443.6918620628,41957.056506961635,3154.59222837889,-0.09823386758646188,0.0004112210565516209,17955.53575663797,192353.81835615428,4898137.282899675,1.1274600629735705,37387.7021458498,60953.4844758948,4569.354361111837
37.5,1.0,117757.62666979652,41926.12441192819,3154.5076688167314,-0.09819274548080673,0.00040895934074058736,18031.87417182754,192751.94929785066,4917412.47782946,1.126733022679917,37386.029398797444,60953.43035944709,4540.095013130747
37.6,1.0,118071.55429033024,41895.20602384555,3154.4223011197823,-0.09815184954673267,0.0004067100643665144,18108.493363258927,193150.57156325175,4936727.534985785,1.1260099653179552,37384.340763963024,60953.37569389523,4510.865259882528
37.7,1.0,118385.47463554298,41864.30127919796,3154.336122683259,-0.09811117854029602,0.0004044731590124987,18185.394282360525,193549.68515581536,4956082.503501367,1.1252908691544294,37382.63619264135,60953.320476659115,4481.665086556612
37.800000000000004,1.0,118699.38761710058,41833.41011487969,3154.249130891603,-0.09807073122439477,0.00040224855663793005,18262.577883030313,193949.2900710297,4975477.43250847,1.1245757125742937,37380.915635953075,60953.264705139125,4452.494478926616
37.9,1.0,119013.29314645437,41802.53246819302,3154.16132311846,-0.09803050636873098,0.0004000361895764213,18340.04512163409,194349.38629636087,4994912.371138106,1.1238644740800698,37379.179044844685,60953.20837671597,4423.353423348337
