time,east,north,altitude,velocity,gamma,heading,target_east,target_north,target_altitude,horizontal_range,range_to_target,altitude_error,gamma_rate_cmd,heading_rate_cmd,throttle_cmd,qbar,load_factor
11.450000000000001,19915.399415137064,1535.3297115827315,29643.339790450194,1742.8441288342265,-0.018141512848427216,0.1495340625890007,52000.0,14000.0,29000.0,34420.77279912726,34426.78442978833,-643.3397904501944,-4.100721605000473e-05,0.012155772439990878,0.22288967791443384,30309.314883083603,2.3771091487022904
11.5,20001.550282634766,1548.3358629698305,29641.758910206812,1742.8136503597798,-0.018143563209229715,0.15014185121100043,52000.0,14000.0,29000.0,34335.76450432048,34341.76143698783,-641.7589102068123,-4.087082698491394e-05,0.01215289748806238,0.22296587410055055,30314.910221232327,2.376620741535179
11.55,20087.69172064121,1561.394138446198,29640.177879265502,1742.7831773016192,-0.01814560675057896,0.15074949608540367,52000.0,14000.0,29000.0,34250.7567142087,34256.73894597986,-640.1778792655023,-4.073468516862947e-05,0.012150098610806112,0.2230420567459521,30320.5073968572,2.3761446463009097
11.600000000000001,20173.823699758166,1574.5045191792433,29638.5966982212,1742.7527096450046,-0.018147643484837394,0.15135700101594374,52000.0,14000.0,29000.0,34165.74945523619,34171.7169832151,-638.5966982212012,-4.059878792197049e-05,0.012147376127057479,0.2231182258874884,30326.10640758498,2.3756809122507536
11.65,20259.94619056318,1587.6669866500017,29637.015367667755,1742.7222473752236,-0.018149673424233494,0.15196436982229677,52000.0,14000.0,29000.0,34080.74275394013,34086.69557523709,-637.0153676677546,-4.046313255207414e-05,0.012144730359489547,0.2231943815619411,30331.7072510459,2.375229589282939
11.700000000000001,20346.059163608585,1600.881522654398,29635.43388819793,1742.6917904775903,-0.018151696580861097,0.15257160634027134,52000.0,14000.0,29000.0,33995.73663695231,34001.67474868395,-635.4338881979311,-4.0327716352114504e-05,0.012142161634658847,0.22327052380602425,30337.30992487372,2.3747907279505402
11.75,20432.162589420488,1614.148109304523,29633.852260403426,1742.6613389374463,-0.0181537129666787,0.15317871442200426,52000.0,14000.0,29000.0,33910.73113100082,33916.654530290085,-633.852260403426,-4.019253660099142e-05,0.012139670283051558,0.2233466526563842,30342.914426705727,2.3743643794694433
11.8,20518.25643849775,1627.4667290299278,29632.270484874887,1742.6308927401599,-0.01815572259350875,0.15378569793615693,52000.0,14000.0,29000.0,33825.72626291193,33831.63494688801,-632.2704848748872,-4.005759056306193e-05,0.012137256639130532,0.2234227681496003,30348.520754182486,2.3739505957264515
11.850000000000001,20604.340681310958,1640.8373645789316,29630.688562201914,1742.600451871126,-0.018157725473036904,0.15439256076811336,52000.0,14000.0,29000.0,33740.7220596118,33746.61602541011,-630.6885622019145,-3.9922875487810335e-05,0.012134921041383058,0.22349887032218477,30354.128904947935,2.373549429287523
11.9,20690.41528830142,1654.259999019944,29629.10649297308,1742.5700163157667,-0.018159721616811293,0.1549993068201827,52000.0,14000.0,29000.0,33655.718548128316,33661.597792890476,-629.1064929730783,-3.9788388609555965e-05,0.012132663832369233,0.2235749592105833,30359.738876649346,2.3731609334061154
11.950000000000001,20776.480229880104,1667.734615742804,29627.524277775927,1742.5395860595302,-0.01816171103624177,0.15560594001180128,52000.0,14000.0,29000.0,33570.715755592944,33576.58027646673,-627.5242777759267,-3.965412714712641e-05,0.012130485358771221,0.22365103485117457,30365.350666937222,2.3727851620316858
